DATENUM_EXCEL,MATLAB_DATENUM,TMPC
40212.93958,735634.9396,-10
40212.98125,735634.9813,-10.6
40213.02292,735635.0229,-10.6
40213.06458,735635.0646,-10.6
40213.10625,735635.1063,-10
40213.14792,735635.1479,-10.6
40213.18958,735635.1896,-10.6
40213.23125,735635.2313,-11.1
40213.27292,735635.2729,-11.7
40213.31458,735635.3146,-11.7
40213.35625,735635.3563,-11.7
40213.39792,735635.3979,-13.9
40213.43958,735635.4396,-13.3
40213.48125,735635.4813,-12.2
40213.52292,735635.5229,-11.7
40213.56458,735635.5646,-11.7
40213.60625,735635.6063,-11.1
40213.64792,735635.6479,-10.6
40213.68958,735635.6896,-11.1
40213.73125,735635.7313,-11.1
40213.77292,735635.7729,-11.1
40213.81458,735635.8146,-11.7
40213.85625,735635.8563,-11.1
40213.89792,735635.8979,-11.1
40213.93958,735635.9396,-11.1
40213.98125,735635.9813,-11.1
40214.02292,735636.0229,-10.6
40214.06458,735636.0646,-11.7
40214.10625,735636.1063,-12.2
40214.14792,735636.1479,-12.8
40214.18958,735636.1896,-13.3
40214.23125,735636.2313,-13.9
40214.27292,735636.2729,-13.9
40214.31458,735636.3146,-13.9
40214.35625,735636.3563,-14.4
40214.39792,735636.3979,-14.4
40214.43958,735636.4396,-13.9
40214.48125,735636.4813,-13.9
40214.52292,735636.5229,-13.3
40214.56458,735636.5646,-13.3
40214.60625,735636.6063,-12.2
40214.64792,735636.6479,-11.7
40214.68958,735636.6896,-11.7
40214.73125,735636.7313,-12.2
40214.77292,735636.7729,-11.7
40214.81458,735636.8146,-11.7
40214.85625,735636.8563,-11.7
40214.89792,735636.8979,-11.7
40214.93958,735636.9396,-12.2
40214.98125,735636.9813,-13.3
40215.02292,735637.0229,-12.8
40215.06458,735637.0646,-11.7
40215.10625,735637.1063,-11.1
40215.14792,735637.1479,-11.1
40215.18958,735637.1896,-11.1
40215.23125,735637.2313,-11.1
40215.27292,735637.2729,-11.1
40215.31458,735637.3146,-11.1
40215.35625,735637.3563,-11.1
40215.39792,735637.3979,-11.1
40215.43958,735637.4396,-11.1
40215.48125,735637.4813,-10.6
40215.52292,735637.5229,-10.6
40215.56458,735637.5646,-10.6
40215.60625,735637.6063,-11.7
40215.64792,735637.6479,-11.1
40215.68958,735637.6896,-11.7
40215.73125,735637.7313,-11.7
40215.77292,735637.7729,-12.2
40215.81458,735637.8146,-13.9
40215.85625,735637.8563,-15
40215.89792,735637.8979,-15
40215.93958,735637.9396,-15
40215.98125,735637.9813,-15
40216.02292,735638.0229,-15
40216.06458,735638.0646,-15.6
40216.10625,735638.1063,-16.1
40216.14792,735638.1479,-16.1
40216.18958,735638.1896,-16.7
40216.23125,735638.2313,-17.2
40216.27292,735638.2729,-17.2
40216.31458,735638.3146,-17.2
40216.35625,735638.3563,-17.2
40216.39792,735638.3979,-17.8
40216.43958,735638.4396,-17.8
40216.48125,735638.4813,-18.3
40216.52292,735638.5229,-17.8
40216.56458,735638.5646,-17.2
40216.60625,735638.6063,-17.8
40216.64792,735638.6479,-17.8
40216.68958,735638.6896,-18.3
40216.73125,735638.7313,-18.9
40216.77292,735638.7729,-18.9
40216.81458,735638.8146,-18.9
40216.85625,735638.8563,-19.4
40216.89792,735638.8979,-19.4
40216.93958,735638.9396,-19.4
40216.98125,735638.9813,-20
40217.02292,735639.0229,-20.6
40217.06458,735639.0646,-20.6
40217.10625,735639.1063,-21.1
40217.14792,735639.1479,-21.7
40217.18958,735639.1896,-21.1
40217.23125,735639.2313,-21.1
40217.27292,735639.2729,-21.7
40217.31458,735639.3146,-21.7
40217.35625,735639.3563,-21.7
40217.39792,735639.3979,-22.2
40217.43958,735639.4396,-21.1
40217.48125,735639.4813,-19.4
40217.52292,735639.5229,-21.1
40217.56458,735639.5646,-20.6
40217.60625,735639.6063,-18.9
40217.64792,735639.6479,-20
40217.68958,735639.6896,-20.6
40217.73125,735639.7313,-21.1
40217.77292,735639.7729,-20
40217.81458,735639.8146,-21.1
40217.85625,735639.8563,-19.4
40217.89792,735639.8979,-21.1
40217.93958,735639.9396,-21.1
40217.98125,735639.9813,-21.1
40218.02292,735640.0229,-20
40218.06458,735640.0646,-20
40218.10625,735640.1063,-20.6
40218.14792,735640.1479,-19.4
40218.18958,735640.1896,-17.8
40218.23125,735640.2313,-20
40218.27292,735640.2729,-21.1
40218.31458,735640.3146,-21.1
40218.35625,735640.3563,-21.1
40218.39792,735640.3979,-22.2
40218.43958,735640.4396,-21.7
40218.48125,735640.4813,-20.6
40218.52292,735640.5229,-20
40218.56458,735640.5646,-21.1
40218.60625,735640.6063,-21.7
40218.64792,735640.6479,-22.2
40218.68958,735640.6896,-22.8
40218.73125,735640.7313,-22.8
40218.77292,735640.7729,-23.9
40218.81458,735640.8146,-25.6
40218.85625,735640.8563,-25.6
40218.89792,735640.8979,-25
40218.93958,735640.9396,-25
40218.98125,735640.9813,-25
40219.02292,735641.0229,-25.6
40219.06458,735641.0646,-24.4
40219.10625,735641.1063,-24.4
40219.14792,735641.1479,-23.9
40219.18958,735641.1896,-23.9
40219.23125,735641.2313,-23.9
40219.27292,735641.2729,-23.9
40219.31458,735641.3146,-23.3
40219.35625,735641.3563,-24.4
40219.39792,735641.3979,-23.3
40219.43958,735641.4396,-21.7
40219.48125,735641.4813,-20
40219.52292,735641.5229,-19.4
40219.56458,735641.5646,-19.4
40219.60625,735641.6063,-17.2
40219.64792,735641.6479,-19.4
40219.68958,735641.6896,-17.8
40219.73125,735641.7313,-21.1
40219.77292,735641.7729,-22.2
40219.81458,735641.8146,-22.2
40219.85625,735641.8563,-22.2
40219.89792,735641.8979,-23.3
40219.93958,735641.9396,-23.3
40219.98125,735641.9813,-23.9
40220.02292,735642.0229,-23.9
40220.06458,735642.0646,-24.4
40220.10625,735642.1063,-24.4
40220.14792,735642.1479,-24.4
40220.18958,735642.1896,-24.4
40220.23125,735642.2313,-23.9
40220.27292,735642.2729,-22.8
40220.31458,735642.3146,-23.3
40220.35625,735642.3563,-19.4
40220.39792,735642.3979,-17.2
40220.43958,735642.4396,-16.1
40220.48125,735642.4813,-15.6
40220.52292,735642.5229,-14.4
40220.56458,735642.5646,-14.4
40220.60625,735642.6063,-13.3
40220.64792,735642.6479,-12.2
40220.68958,735642.6896,-12.2
40220.73125,735642.7313,-11.7
40220.77292,735642.7729,-11.7
40220.81458,735642.8146,-11.7
40220.85625,735642.8563,-10.6
40220.89792,735642.8979,-11.1
40220.93958,735642.9396,-11.1
40220.98125,735642.9813,-11.7
40221.02292,735643.0229,-11.1
40221.06458,735643.0646,-11.1
40221.10625,735643.1063,-11.1
40221.14792,735643.1479,-10.6
40221.18958,735643.1896,-10.6
40221.23125,735643.2313,-10
40221.27292,735643.2729,-10
40221.31458,735643.3146,-9.4
40221.35625,735643.3563,-9.4
40221.39792,735643.3979,-13.3
40221.43958,735643.4396,-9.4
40221.48125,735643.4813,-10.6
40221.52292,735643.5229,-10.6
40221.56458,735643.5646,-10
40221.60625,735643.6063,-10
40221.64792,735643.6479,-11.1
40221.68958,735643.6896,-12.2
40221.73125,735643.7313,-12.8
40221.77292,735643.7729,-12.8
40221.81458,735643.8146,-12.8
40221.85625,735643.8563,-12.8
40221.89792,735643.8979,-11.7
40221.93958,735643.9396,-11.1
40221.98125,735643.9813,-11.1
40222.02292,735644.0229,-12.2
40222.06458,735644.0646,-12.8
40222.10625,735644.1063,-12.8
40222.14792,735644.1479,-12.8
40222.18958,735644.1896,-12.2
40222.23125,735644.2313,-12.2
40222.27292,735644.2729,-12.2
40222.31458,735644.3146,-12.2
40222.35625,735644.3563,-11.7
40222.39792,735644.3979,-11.7
40222.43958,735644.4396,-11.7
40222.48125,735644.4813,-10.6
40222.52292,735644.5229,-10
40222.56458,735644.5646,-10
40222.60625,735644.6063,-8.9
40222.64792,735644.6479,-8.9
40222.68958,735644.6896,-7.2
40222.73125,735644.7313,-6.7
40222.77292,735644.7729,-6.7
40222.81458,735644.8146,-6.7
40222.85625,735644.8563,-6.7
40222.89792,735644.8979,-7.8
40222.93958,735644.9396,-7.8
40222.98125,735644.9813,-7.8
40223.02292,735645.0229,-7.8
40223.06458,735645.0646,-8.9
40223.10625,735645.1063,-9.4
40223.14792,735645.1479,-8.9
40223.18958,735645.1896,-8.9
40223.23125,735645.2313,-10.6
40223.27292,735645.2729,-10.6
40223.31458,735645.3146,-11.7
40223.35625,735645.3563,-11.7
40223.39792,735645.3979,-10.6
40223.43958,735645.4396,-6.7
40223.48125,735645.4813,-3.9
40223.52292,735645.5229,-4.4
40223.56458,735645.5646,-2.8
40223.60625,735645.6063,-2.2
40223.64792,735645.6479,-1.7
40223.68958,735645.6896,-3.9
40223.73125,735645.7313,-10.6
40223.77292,735645.7729,-7.2
40223.81458,735645.8146,-8.9
40223.85625,735645.8563,-10
40223.89792,735645.8979,-10.6
40223.93958,735645.9396,-11.1
40223.98125,735645.9813,-11.1
40224.02292,735646.0229,-11.7
40224.06458,735646.0646,-11.7
40224.10625,735646.1063,-11.7
40224.14792,735646.1479,-11.7
40224.18958,735646.1896,-11.1
40224.23125,735646.2313,-11.1
40224.27292,735646.2729,-11.1
40224.31458,735646.3146,-10.6
40224.35625,735646.3563,-12.2
40224.39792,735646.3979,-11.7
40224.43958,735646.4396,-11.7
40224.48125,735646.4813,-10.6
40224.52292,735646.5229,-10.6
40224.56458,735646.5646,-10
40224.60625,735646.6063,-10
40224.64792,735646.6479,-10.6
40224.68958,735646.6896,-10.6
40224.73125,735646.7313,-11.7
40224.77292,735646.7729,-11.7
40224.81458,735646.8146,-11.7
40224.85625,735646.8563,-11.1
40224.89792,735646.8979,-11.7
40224.93958,735646.9396,-11.7
40224.98125,735646.9813,-12.2
40225.02292,735647.0229,-10.6
40225.06458,735647.0646,-11.1
40225.10625,735647.1063,-10.6
40225.14792,735647.1479,-10.6
40225.18958,735647.1896,-10
40225.23125,735647.2313,-10
40225.27292,735647.2729,-10
40225.31458,735647.3146,-10
40225.35625,735647.3563,-11.1
40225.39792,735647.3979,-11.7
40225.43958,735647.4396,-12.2
40225.48125,735647.4813,-12.8
40225.52292,735647.5229,-12.2
40225.56458,735647.5646,-11.7
40225.60625,735647.6063,-14.4
40225.64792,735647.6479,-12.8
40225.68958,735647.6896,-10
40225.73125,735647.7313,-10
40225.77292,735647.7729,-10.6
40225.81458,735647.8146,-10.6
40225.85625,735647.8563,-11.1
40225.89792,735647.8979,-11.1
40225.93958,735647.9396,-11.7
40225.98125,735647.9813,-11.7
40226.02292,735648.0229,-11.1
40226.06458,735648.0646,-11.1
40226.10625,735648.1063,-10.6
40226.14792,735648.1479,-10.6
40226.18958,735648.1896,-10
40226.23125,735648.2313,-10
40226.27292,735648.2729,-11.1
40226.31458,735648.3146,-11.7
40226.35625,735648.3563,-10.6
40226.39792,735648.3979,-10.6
40226.43958,735648.4396,-9.4
40226.48125,735648.4813,-8.9
40226.52292,735648.5229,-8.3
40226.56458,735648.5646,-7.8
40226.60625,735648.6063,-7.8
40226.64792,735648.6479,-7.8
40226.68958,735648.6896,-8.3
40226.73125,735648.7313,-8.9
40226.77292,735648.7729,-8.9
40226.81458,735648.8146,-9.4
40226.85625,735648.8563,-8.9
40226.89792,735648.8979,-9.4
40226.93958,735648.9396,-8.9
40226.98125,735648.9813,-8.9
40227.02292,735649.0229,-9.4
40227.06458,735649.0646,-9.4
40227.10625,735649.1063,-9.4
40227.14792,735649.1479,-8.9
40227.18958,735649.1896,-8.9
40227.23125,735649.2313,-7.8
40227.27292,735649.2729,-8.3
40227.31458,735649.3146,-8.3
40227.35625,735649.3563,-7.8
40227.39792,735649.3979,-8.3
40227.43958,735649.4396,-7.8
40227.48125,735649.4813,-8.3
40227.52292,735649.5229,-8.3
40227.56458,735649.5646,-6.1
40227.60625,735649.6063,-5
40227.64792,735649.6479,-6.7
40227.68958,735649.6896,-8.3
40227.73125,735649.7313,-9.4
40227.77292,735649.7729,-10
40227.81458,735649.8146,-10
40227.85625,735649.8563,-10.6
40227.89792,735649.8979,-10.6
40227.93958,735649.9396,-11.1
40227.98125,735649.9813,-12.8
40228.02292,735650.0229,-12.8
40228.06458,735650.0646,-12.8
40228.10625,735650.1063,-12.8
40228.14792,735650.1479,-12.8
40228.18958,735650.1896,-12.8
40228.23125,735650.2313,-12.8
40228.27292,735650.2729,-12.8
40228.31458,735650.3146,-12.8
40228.35625,735650.3563,-13.3
40228.39792,735650.3979,-13.3
40228.43958,735650.4396,-12.8
40228.48125,735650.4813,-12.2
40228.52292,735650.5229,-12.2
40228.56458,735650.5646,-12.8
40228.60625,735650.6063,-12.2
40228.64792,735650.6479,-12.2
40228.68958,735650.6896,-12.8
40228.73125,735650.7313,-13.9
40228.77292,735650.7729,-15
40228.81458,735650.8146,-14.4
40228.85625,735650.8563,-14.4
40228.89792,735650.8979,-14.4
40228.93958,735650.9396,-14.4
40228.98125,735650.9813,-14.4
40229.02292,735651.0229,-14.4
40229.06458,735651.0646,-14.4
40229.10625,735651.1063,-14.4
40229.14792,735651.1479,-14.4
40229.18958,735651.1896,-13.9
40229.23125,735651.2313,-13.9
40229.27292,735651.2729,-14.4
40229.31458,735651.3146,-14.4
40229.35625,735651.3563,-14.4
40229.39792,735651.3979,-14.4
40229.43958,735651.4396,-12.8
40229.48125,735651.4813,-12.8
40229.52292,735651.5229,-11.7
40229.56458,735651.5646,-11.1
40229.60625,735651.6063,-10.6
40229.64792,735651.6479,-10.6
40229.68958,735651.6896,-11.1
40229.73125,735651.7313,-12.2
40229.77292,735651.7729,-13.3
40229.81458,735651.8146,-13.3
40229.85625,735651.8563,-13.9
40229.89792,735651.8979,-13.3
40229.93958,735651.9396,-13.9
40229.98125,735651.9813,-13.9
40230.02292,735652.0229,-14.4
40230.06458,735652.0646,-14.4
40230.10625,735652.1063,-14.4
40230.14792,735652.1479,-14.4
40230.18958,735652.1896,-14.4
40230.23125,735652.2313,-13.9
40230.27292,735652.2729,-13.3
40230.31458,735652.3146,-13.3
40230.35625,735652.3563,-13.3
40230.39792,735652.3979,-13.3
40230.43958,735652.4396,-12.8
40230.48125,735652.4813,-11.7
40230.52292,735652.5229,-11.1
40230.56458,735652.5646,-11.7
40230.60625,735652.6063,-10.6
40230.64792,735652.6479,-10.6
40230.68958,735652.6896,-10.6
40230.73125,735652.7313,-11.1
40230.77292,735652.7729,-11.7
40230.81458,735652.8146,-11.1
40230.85625,735652.8563,-11.1
40230.89792,735652.8979,-10
40230.93958,735652.9396,-10
40230.98125,735652.9813,-9.4
40231.02292,735653.0229,-9.4
40231.06458,735653.0646,-8.3
40231.10625,735653.1063,-9.4
40231.14792,735653.1479,-8.9
40231.18958,735653.1896,-8.3
40231.23125,735653.2313,-8.3
40231.27292,735653.2729,-7.8
40231.31458,735653.3146,-8.9
40231.35625,735653.3563,-8.9
40231.39792,735653.3979,-8.9
40231.43958,735653.4396,-7.8
40231.48125,735653.4813,-6.7
40231.52292,735653.5229,-5.6
40231.56458,735653.5646,-6.7
40231.60625,735653.6063,-6.7
40231.64792,735653.6479,-6.1
40231.68958,735653.6896,-6.7
40231.73125,735653.7313,-7.8
40231.77292,735653.7729,-8.9
40231.81458,735653.8146,-9.4
40231.85625,735653.8563,-9.4
40231.89792,735653.8979,-8.9
40231.93958,735653.9396,-9.4
40231.98125,735653.9813,-9.4
40232.02292,735654.0229,-9.4
40232.06458,735654.0646,-8.9
40232.10625,735654.1063,-8.3
40232.14792,735654.1479,-8.9
40232.18958,735654.1896,-8.9
40232.23125,735654.2313,-8.9
40232.27292,735654.2729,-9.4
40232.31458,735654.3146,-8.9
40232.35625,735654.3563,-8.3
40232.39792,735654.3979,-7.2
40232.43958,735654.4396,-6.1
40232.48125,735654.4813,-6.1
40232.52292,735654.5229,-3.9
40232.56458,735654.5646,-4.4
40232.60625,735654.6063,-3.9
40232.64792,735654.6479,-3.3
40232.68958,735654.6896,-3.9
40232.73125,735654.7313,-4.4
40232.77292,735654.7729,-5.6
40232.81458,735654.8146,-5.6
40232.85625,735654.8563,-5.6
40232.89792,735654.8979,-6.1
40232.93958,735654.9396,-5.6
40232.98125,735654.9813,-5
40233.02292,735655.0229,-5.6
40233.06458,735655.0646,-6.1
40233.10625,735655.1063,-6.1
40233.14792,735655.1479,-6.1
40233.18958,735655.1896,-5.6
40233.23125,735655.2313,-5
40233.27292,735655.2729,-5.6
40233.31458,735655.3146,-6.1
40233.35625,735655.3563,-6.7
40233.39792,735655.3979,-6.7
40233.43958,735655.4396,-6.1
40233.48125,735655.4813,-5
40233.52292,735655.5229,-5
40233.56458,735655.5646,-5.6
40233.60625,735655.6063,-6.1
40233.64792,735655.6479,-6.1
40233.68958,735655.6896,-4.4
40233.73125,735655.7313,-3.9
40233.77292,735655.7729,-5
40233.81458,735655.8146,-3.3
40233.85625,735655.8563,-2.2
40233.89792,735655.8979,-5.6
40233.93958,735655.9396,-3.3
40233.98125,735655.9813,-2.8
40234.02292,735656.0229,-2.2
40234.06458,735656.0646,-2.8
40234.10625,735656.1063,-2.2
40234.14792,735656.1479,-1.7
40234.18958,735656.1896,-1.1
40234.23125,735656.2313,-0.6
40234.27292,735656.2729,-1.1
40234.31458,735656.3146,-1.1
40234.35625,735656.3563,-0.6
40234.39792,735656.3979,0
40234.43958,735656.4396,1.1
40234.48125,735656.4813,1.7
40234.52292,735656.5229,1.7
40234.56458,735656.5646,2.2
40234.60625,735656.6063,2.2
40234.64792,735656.6479,2.8
40234.68958,735656.6896,2.8
40234.73125,735656.7313,2.2
40234.77292,735656.7729,2.2
40234.81458,735656.8146,2.2
40234.85625,735656.8563,2.2
40234.89792,735656.8979,2.2
40234.93958,735656.9396,2.2
40234.98125,735656.9813,1.7
40235.02292,735657.0229,1.1
40235.06458,735657.0646,0.6
40235.10625,735657.1063,0.6
40235.14792,735657.1479,1.1
40235.18958,735657.1896,0
40235.23125,735657.2313,0
40235.27292,735657.2729,0
40235.31458,735657.3146,0
40235.35625,735657.3563,0
40235.39792,735657.3979,0.6
40235.43958,735657.4396,1.7
40235.48125,735657.4813,1.7
40235.52292,735657.5229,2.8
40235.56458,735657.5646,3.9
40235.60625,735657.6063,3.9
40235.64792,735657.6479,4.4
40235.68958,735657.6896,3.3
40235.73125,735657.7313,2.8
40235.77292,735657.7729,1.7
40235.81458,735657.8146,0.6
40235.85625,735657.8563,-0.6
40235.89792,735657.8979,-0.6
40235.93958,735657.9396,-0.6
40235.98125,735657.9813,-0.6
40236.02292,735658.0229,-1.1
40236.06458,735658.0646,-1.1
40236.10625,735658.1063,-1.7
40236.14792,735658.1479,-2.2
40236.18958,735658.1896,-1.7
40236.23125,735658.2313,-2.2
40236.27292,735658.2729,-2.2
40236.31458,735658.3146,-2.8
40236.35625,735658.3563,-3.9
40236.39792,735658.3979,-3.9
40236.43958,735658.4396,-2.8
40236.48125,735658.4813,-2.8
40236.52292,735658.5229,-3.3
40236.56458,735658.5646,-2.8
40236.60625,735658.6063,-2.8
40236.89792,735658.8979,-5.6
40236.93958,735658.9396,-5.6
40236.98125,735658.9813,-5.6
40237.02292,735659.0229,-5.6
40237.06458,735659.0646,-6.1
40237.10625,735659.1063,-5.6
40237.14792,735659.1479,-6.1
40237.18958,735659.1896,-6.7
40237.23125,735659.2313,-7.2
40237.27292,735659.2729,-6.7
40237.31458,735659.3146,-7.2
40237.35625,735659.3563,-7.2
40237.39792,735659.3979,-6.7
40237.43958,735659.4396,-6.1
40237.48125,735659.4813,-6.1
40237.52292,735659.5229,-6.1
40237.56458,735659.5646,-5.6
40237.60625,735659.6063,-5
40237.64792,735659.6479,-6.7
40237.68958,735659.6896,-6.1
40237.73125,735659.7313,-7.2
40237.77292,735659.7729,-7.8
40237.81458,735659.8146,-7.8
40237.85625,735659.8563,-8.3
40237.89792,735659.8979,-8.3
40237.93958,735659.9396,-8.3
40237.98125,735659.9813,-8.3
40238.02292,735660.0229,-8.9
40238.06458,735660.0646,-8.9
40238.10625,735660.1063,-8.9
40238.14792,735660.1479,-8.9
40238.18958,735660.1896,-8.9
40238.23125,735660.2313,-9.4
40238.27292,735660.2729,-10
40238.31458,735660.3146,-10.6
40238.35625,735660.3563,-10.6
40238.39792,735660.3979,-11.1
40238.43958,735660.4396,-10.6
40238.48125,735660.4813,-10
40238.52292,735660.5229,-10
40238.56458,735660.5646,-10
40238.60625,735660.6063,-9.4
40238.64792,735660.6479,-9.4
40238.68958,735660.6896,-10
40238.73125,735660.7313,-10.6
40238.77292,735660.7729,-11.1
40238.81458,735660.8146,-11.7
40238.85625,735660.8563,-11.7
40238.89792,735660.8979,-11.7
40238.93958,735660.9396,-12.2
40238.98125,735660.9813,-12.2
40239.02292,735661.0229,-12.2
40239.06458,735661.0646,-12.2
40239.10625,735661.1063,-12.2
40239.14792,735661.1479,-12.8
40239.18958,735661.1896,-12.8
40239.23125,735661.2313,-12.8
40239.27292,735661.2729,-12.8
40239.31458,735661.3146,-12.8
40239.35625,735661.3563,-13.3
40239.39792,735661.3979,-13.3
40239.43958,735661.4396,-12.2
40239.48125,735661.4813,-10
40239.52292,735661.5229,-10.6
40239.56458,735661.5646,-11.1
40239.60625,735661.6063,-10.6
40239.64792,735661.6479,-9.4
40239.68958,735661.6896,-10
40239.73125,735661.7313,-8.9
40239.77292,735661.7729,-10.6
40239.81458,735661.8146,-12.2
40239.85625,735661.8563,-12.8
40239.89792,735661.8979,-12.2
40239.93958,735661.9396,-12.2
40239.98125,735661.9813,-12.2
40240.02292,735662.0229,-11.7
40240.06458,735662.0646,-11.7
40240.10625,735662.1063,-11.1
40240.14792,735662.1479,-11.1
40240.18958,735662.1896,-10.6
40240.23125,735662.2313,-10
40240.27292,735662.2729,-10
40240.31458,735662.3146,-9.4
40240.35625,735662.3563,-9.4
40240.39792,735662.3979,-8.9
40240.43958,735662.4396,-8.3
40240.48125,735662.4813,-8.3
40240.52292,735662.5229,-8.3
40240.56458,735662.5646,-7.8
40240.60625,735662.6063,-7.8
40240.64792,735662.6479,-7.8
40240.68958,735662.6896,-8.9
40240.73125,735662.7313,-8.9
40240.77292,735662.7729,-8.3
40240.81458,735662.8146,-8.3
40240.85625,735662.8563,-8.3
40240.89792,735662.8979,-8.3
40240.93958,735662.9396,-8.3
40240.98125,735662.9813,-8.3
40241.02292,735663.0229,-8.3
40241.06458,735663.0646,-8.3
40241.10625,735663.1063,-8.3
40241.14792,735663.1479,-8.3
40241.18958,735663.1896,-8.3
40241.23125,735663.2313,-8.3
40241.27292,735663.2729,-8.3
40241.31458,735663.3146,-8.3
40241.35625,735663.3563,-8.3
40241.39792,735663.3979,-8.3
40241.43958,735663.4396,-8.3
40241.48125,735663.4813,-7.2
40241.52292,735663.5229,-6.1
40241.56458,735663.5646,-5
40241.60625,735663.6063,-6.7
40241.64792,735663.6479,-6.7
40241.68958,735663.6896,-6.7
40241.73125,735663.7313,-6.1
40241.77292,735663.7729,-7.8
40241.81458,735663.8146,-8.3
40241.85625,735663.8563,-8.3
40241.89792,735663.8979,-8.3
40241.93958,735663.9396,-8.9
40241.98125,735663.9813,-9.4
40242.02292,735664.0229,-9.4
40242.06458,735664.0646,-8.9
40242.10625,735664.1063,-9.4
40242.14792,735664.1479,-9.4
40242.18958,735664.1896,-9.4
40242.23125,735664.2313,-9.4
40242.27292,735664.2729,-10
40242.31458,735664.3146,-10.6
40242.35625,735664.3563,-10.6
40242.39792,735664.3979,-10
40242.43958,735664.4396,-8.9
40242.48125,735664.4813,-8.3
40242.52292,735664.5229,-7.8
40242.56458,735664.5646,-7.8
40242.60625,735664.6063,-7.8
40242.64792,735664.6479,-8.9
40242.68958,735664.6896,-8.3
40242.73125,735664.7313,-8.9
40242.77292,735664.7729,-11.1
40242.81458,735664.8146,-11.7
40242.85625,735664.8563,-12.2
40242.89792,735664.8979,-12.2
40242.93958,735664.9396,-12.8
